claim_id,kind,token,displayed_or_referenced,routes,section_or_chart,data_path,raw_value,rendered_value,contract_identity,evidence_role,cutoff_class,verdict,recommended_action,provenance
NUM-0234,named_numeric_token,ln.gate_control,True,learning-neural-evidence.html,learning quality/timeline tables,,3.0,3%,not applicable or defined by the adjacent chart/table contract,published_primary_or_supporting,at_or_before_normal_cutoff_or_undated,matches_committed_published_evidence,retain unless superseded by a backlog item,cmbench/recognition/query_ladder_development_experiment.py :: MIN_BALANCED_ACCURACY_ABOVE_ANALYTICAL_CONTROL
NUM-0235,named_numeric_token,ln.gate_coverage,True,learning-neural-evidence.html,learning quality/timeline tables,,80.0,80%,not applicable or defined by the adjacent chart/table contract,published_primary_or_supporting,at_or_before_normal_cutoff_or_undated,matches_committed_published_evidence,retain unless superseded by a backlog item,cmbench/recognition/query_ladder_development_experiment.py :: MIN_NON_ABSTAIN_COVERAGE
NUM-0236,named_numeric_token,ln.gcc_fixed_ns,False,learning-neural-evidence.html,learning quality/timeline tables,,141549155.0,"141,549,155",not applicable or defined by the adjacent chart/table contract,supporting_or_unused,at_or_before_normal_cutoff_or_undated,not_rendered_inventory_only,none,docs/recognition/architecture_query_ladder_followup_retry_002_execution_20260904/runpod-architecture-query-ladder-execute-002/evidence/run-output/architecture-query-ladder-linux-gcc-20260904-002/raw_measurements.jsonl :: sum(q64 per-case medians for best fixed arm)
NUM-0237,named_numeric_token,ln.gcc_gross,True,learning-neural-evidence.html,learning quality/timeline tables,,1.1058660827085969,1.105866083×,not applicable or defined by the adjacent chart/table contract,published_primary_or_supporting,at_or_before_normal_cutoff_or_undated,matches_committed_published_evidence,retain unless superseded by a backlog item,docs/recognition/architecture_query_ladder_followup_retry_002_execution_20260904/runpod-architecture-query-ladder-execute-002/evidence/run-output/architecture-query-ladder-linux-gcc-20260904-002/raw_measurements.jsonl :: best_fixed_sum_ns / oracle_sum_ns
NUM-0238,named_numeric_token,ln.gcc_oracle_ns,False,learning-neural-evidence.html,learning quality/timeline tables,,127998459.5,127998459.5,not applicable or defined by the adjacent chart/table contract,supporting_or_unused,at_or_before_normal_cutoff_or_undated,not_rendered_inventory_only,none,docs/recognition/architecture_query_ladder_followup_retry_002_execution_20260904/runpod-architecture-query-ladder-execute-002/evidence/run-output/architecture-query-ladder-linux-gcc-20260904-002/raw_measurements.jsonl :: sum(q64 per-case per-arm oracle medians)
NUM-0239,named_numeric_token,ln.gcc_rows,False,learning-neural-evidence.html,learning quality/timeline tables,,6912,"6,912",not applicable or defined by the adjacent chart/table contract,supporting_or_unused,at_or_before_normal_cutoff_or_undated,not_rendered_inventory_only,none,docs/recognition/architecture_query_ladder_followup_retry_002_execution_20260904/runpod-architecture-query-ladder-execute-002/evidence/run-output/architecture-query-ladder-linux-gcc-20260904-002/raw_measurements.jsonl :: q64_rows
NUM-0240,named_numeric_token,ln.label_agree,True,learning-neural-evidence.html,learning quality/timeline tables,,53,53,not applicable or defined by the adjacent chart/table contract,published_primary_or_supporting,at_or_before_normal_cutoff_or_undated,matches_committed_published_evidence,retain unless superseded by a backlog item,docs/recognition/architecture_query_ladder_cross_machine_execution_20260904/CROSS_MACHINE_ANALYSIS.json :: cross_host.label_agreement_cases
NUM-0241,named_numeric_token,ln.label_disagree,True,learning-neural-evidence.html,learning quality/timeline tables,,1,1,not applicable or defined by the adjacent chart/table contract,published_primary_or_supporting,at_or_before_normal_cutoff_or_undated,matches_committed_published_evidence,retain unless superseded by a backlog item,docs/recognition/architecture_query_ladder_cross_machine_execution_20260904/CROSS_MACHINE_ANALYSIS.json :: cross_host.label_disagreement_cases
NUM-0242,named_numeric_token,ln.ladder_cases,True,learning-neural-evidence.html,learning quality/timeline tables,,54,54,not applicable or defined by the adjacent chart/table contract,published_primary_or_supporting,at_or_before_normal_cutoff_or_undated,matches_committed_published_evidence,retain unless superseded by a backlog item,docs/recognition/architecture_query_ladder_cross_machine_execution_20260904/CROSS_MACHINE_ANALYSIS.json :: cross_host.complete_cases
NUM-0243,named_numeric_token,ln.milestone_source_pairs,True,learning-neural-evidence.html,learning quality/timeline tables,,38,38,not applicable or defined by the adjacent chart/table contract,published_primary_or_supporting,at_or_before_normal_cutoff_or_undated,matches_committed_published_evidence,retain unless superseded by a backlog item,deliverables_n22_24/master_explainer_2026_08_03/cm_learning_neural_evidence.py :: len(MILESTONE_SOURCES)
NUM-0244,named_numeric_token,ln.params_cut,True,learning-neural-evidence.html,learning quality/timeline tables,,136962,"136,962",not applicable or defined by the adjacent chart/table contract,published_primary_or_supporting,at_or_before_normal_cutoff_or_undated,matches_committed_published_evidence,retain unless superseded by a backlog item,docs/recognition/learning_milestone_c5_variable_conditioned_cut_results.json :: models[variable_cut_gnn].parameters
NUM-0245,named_numeric_token,ln.params_direct_cut,True,learning-neural-evidence.html,learning quality/timeline tables,,80651,"80,651",not applicable or defined by the adjacent chart/table contract,published_primary_or_supporting,at_or_before_normal_cutoff_or_undated,matches_committed_published_evidence,retain unless superseded by a backlog item,docs/recognition/learning_milestone_c4_direct_cut_ranking_results.json :: models[direct_cut_gnn].parameters
NUM-0246,named_numeric_token,ln.params_fusion,True,learning-neural-evidence.html,learning quality/timeline tables,,72337,"72,337",not applicable or defined by the adjacent chart/table contract,published_primary_or_supporting,at_or_before_normal_cutoff_or_undated,matches_committed_published_evidence,retain unless superseded by a backlog item,docs/recognition/learning_milestone_c_results.json :: models.fused_parameters
NUM-0247,named_numeric_token,ln.params_graph_gnn,True,learning-neural-evidence.html,learning quality/timeline tables,,80001,"80,001",not applicable or defined by the adjacent chart/table contract,published_primary_or_supporting,at_or_before_normal_cutoff_or_undated,matches_committed_published_evidence,retain unless superseded by a backlog item,docs/recognition/learning_milestone_c3_natural_decomposition_results.json :: natural GNN run model metadata
NUM-0248,named_numeric_token,ln.params_matrix_cnn,True,learning-neural-evidence.html,learning quality/timeline tables,,83841,"83,841",not applicable or defined by the adjacent chart/table contract,published_primary_or_supporting,at_or_before_normal_cutoff_or_undated,matches_committed_published_evidence,retain unless superseded by a backlog item,docs/recognition/learning_milestone_c_results.json :: models.matrix_cnn_parameters
NUM-0249,named_numeric_token,ln.params_matrix_mlp,True,learning-neural-evidence.html,learning quality/timeline tables,,73985,"73,985",not applicable or defined by the adjacent chart/table contract,published_primary_or_supporting,at_or_before_normal_cutoff_or_undated,matches_committed_published_evidence,retain unless superseded by a backlog item,docs/recognition/learning_milestone_c_results.json :: models.matrix_mlp_parameters
NUM-0250,named_numeric_token,ln.params_multiscale,True,learning-neural-evidence.html,learning quality/timeline tables,,60289,"60,289",not applicable or defined by the adjacent chart/table contract,published_primary_or_supporting,at_or_before_normal_cutoff_or_undated,matches_committed_published_evidence,retain unless superseded by a backlog item,docs/recognition/learning_milestone_c2_results.json :: models[multiscale_cm].parameters
NUM-0251,named_numeric_token,ln.params_natural_multitask,True,learning-neural-evidence.html,learning quality/timeline tables,,82926,"82,926",not applicable or defined by the adjacent chart/table contract,published_primary_or_supporting,at_or_before_normal_cutoff_or_undated,matches_committed_published_evidence,retain unless superseded by a backlog item,docs/recognition/learning_milestone_c3_natural_decomposition_results.json :: natural multitask GNN run model metadata
NUM-0252,named_numeric_token,ln.params_retrieval,True,learning-neural-evidence.html,learning quality/timeline tables,,72992,"72,992",not applicable or defined by the adjacent chart/table contract,published_primary_or_supporting,at_or_before_normal_cutoff_or_undated,matches_committed_published_evidence,retain unless superseded by a backlog item,docs/recognition/learning_milestone_c_results.json :: models.graph_retrieval_parameters
NUM-0253,named_numeric_token,ln.params_structural,True,learning-neural-evidence.html,learning quality/timeline tables,,18,18,not applicable or defined by the adjacent chart/table contract,published_primary_or_supporting,at_or_before_normal_cutoff_or_undated,matches_committed_published_evidence,retain unless superseded by a backlog item,docs/recognition/learning_milestone_c4_direct_cut_ranking_results.json :: models[structural_pair_ranker].parameters
NUM-0254,named_numeric_token,ln.params_variable_fused,True,learning-neural-evidence.html,learning quality/timeline tables,,64017,"64,017",not applicable or defined by the adjacent chart/table contract,published_primary_or_supporting,at_or_before_normal_cutoff_or_undated,matches_committed_published_evidence,retain unless superseded by a backlog item,docs/recognition/learning_milestone_c2_results.json :: models[variable_fused].parameters
NUM-0255,named_numeric_token,ln.params_variable_mlp,True,learning-neural-evidence.html,learning quality/timeline tables,,99953,"99,953",not applicable or defined by the adjacent chart/table contract,published_primary_or_supporting,at_or_before_normal_cutoff_or_undated,matches_committed_published_evidence,retain unless superseded by a backlog item,docs/recognition/learning_milestone_c2_results.json :: models[variable_matrix_mlp].parameters
NUM-0256,named_numeric_token,ln.prior_overlap,True,learning-neural-evidence.html,learning quality/timeline tables,,0,0,not applicable or defined by the adjacent chart/table contract,published_primary_or_supporting,at_or_before_normal_cutoff_or_undated,matches_committed_published_evidence,retain unless superseded by a backlog item,docs/recognition/runs/query-ladder-source-blind-learning-freeze-20260904-001/FREEZE.json :: cohort.prior_alpha_structural_overlap_count
NUM-0257,named_numeric_token,ln.protocol_feature_cost,True,learning-neural-evidence.html,learning quality/timeline tables,,2894.1833333333334,2894.2,not applicable or defined by the adjacent chart/table contract,published_primary_or_supporting,at_or_before_normal_cutoff_or_undated,matches_committed_published_evidence,retain unless superseded by a backlog item,docs/recognition/runs/version-history-learning-development-20260904-004/assessment.json :: economics.fully_charged_costs_ns_per_case.feature_extraction_and_control
NUM-0258,named_numeric_token,ln.protocol_optimistic,True,learning-neural-evidence.html,learning quality/timeline tables,,1.1068428207790568,1.107×,not applicable or defined by the adjacent chart/table contract,published_primary_or_supporting,at_or_before_normal_cutoff_or_undated,matches_committed_published_evidence,retain unless superseded by a backlog item,docs/recognition/runs/version-history-learning-development-20260904-004/assessment.json :: economics.optimistic_p95_speedup_if_retrospective_control_is_oracle
NUM-0259,named_numeric_token,ln.quality_0_value,True,learning-neural-evidence.html,learning quality/timeline tables,,50.0,50.0%,not applicable or defined by the adjacent chart/table contract,published_primary_or_supporting,at_or_before_normal_cutoff_or_undated,matches_committed_published_evidence,retain unless superseded by a backlog item,docs/recognition/learning_milestone_c_results.json :: classification_balanced_accuracy.matrix_mlp.test[0].value
NUM-0260,named_numeric_token,ln.quality_10_value,True,learning-neural-evidence.html,learning quality/timeline tables,,100.0,100.0%,not applicable or defined by the adjacent chart/table contract,published_primary_or_supporting,at_or_before_normal_cutoff_or_undated,matches_committed_published_evidence,retain unless superseded by a backlog item,docs/recognition/learning_milestone_c_results.json :: classification_balanced_accuracy.fused.confirmatory[0].value
NUM-0261,named_numeric_token,ln.quality_11_value,True,learning-neural-evidence.html,learning quality/timeline tables,,100.0,100.0%,not applicable or defined by the adjacent chart/table contract,published_primary_or_supporting,at_or_before_normal_cutoff_or_undated,matches_committed_published_evidence,retain unless superseded by a backlog item,docs/recognition/learning_milestone_c_results.json :: classification_balanced_accuracy.fused.confirmatory[1].value
NUM-0262,named_numeric_token,ln.quality_12_value,True,learning-neural-evidence.html,learning quality/timeline tables,,87.5,87.5%,not applicable or defined by the adjacent chart/table contract,published_primary_or_supporting,at_or_before_normal_cutoff_or_undated,matches_committed_published_evidence,retain unless superseded by a backlog item,docs/recognition/learning_milestone_c_results.json :: retrieval_top1_exact.seed_173.confirmatory.value
NUM-0263,named_numeric_token,ln.quality_13_value,True,learning-neural-evidence.html,learning quality/timeline tables,,81.25,81.2%,not applicable or defined by the adjacent chart/table contract,published_primary_or_supporting,at_or_before_normal_cutoff_or_undated,matches_committed_published_evidence,retain unless superseded by a backlog item,docs/recognition/learning_milestone_c_results.json :: retrieval_top1_exact.seed_271.confirmatory.value
NUM-0264,named_numeric_token,ln.quality_14_sensitivity,True,learning-neural-evidence.html,learning quality/timeline tables,,38.88888888888889,38.9%,not applicable or defined by the adjacent chart/table contract,published_primary_or_supporting,at_or_before_normal_cutoff_or_undated,matches_committed_published_evidence,retain unless superseded by a backlog item,docs/recognition/learning_milestone_c3_natural_decomposition_results.json :: matched_classification.natural_graph_gnn/seed-619/confirmatory.sensitivity
NUM-0265,named_numeric_token,ln.quality_14_specificity,True,learning-neural-evidence.html,learning quality/timeline tables,,77.77777777777779,77.8%,not applicable or defined by the adjacent chart/table contract,published_primary_or_supporting,at_or_before_normal_cutoff_or_undated,matches_committed_published_evidence,retain unless superseded by a backlog item,docs/recognition/learning_milestone_c3_natural_decomposition_results.json :: matched_classification.natural_graph_gnn/seed-619/confirmatory.specificity
NUM-0266,named_numeric_token,ln.quality_14_value,True,learning-neural-evidence.html,learning quality/timeline tables,,58.333333333333336,58.3%,not applicable or defined by the adjacent chart/table contract,published_primary_or_supporting,at_or_before_normal_cutoff_or_undated,matches_committed_published_evidence,retain unless superseded by a backlog item,docs/recognition/learning_milestone_c3_natural_decomposition_results.json :: matched_classification.natural_graph_gnn/seed-619/confirmatory.value
NUM-0267,named_numeric_token,ln.quality_15_sensitivity,True,learning-neural-evidence.html,learning quality/timeline tables,,25.0,25.0%,not applicable or defined by the adjacent chart/table contract,published_primary_or_supporting,at_or_before_normal_cutoff_or_undated,matches_committed_published_evidence,retain unless superseded by a backlog item,docs/recognition/learning_milestone_c3_natural_decomposition_results.json :: matched_classification.natural_graph_gnn/seed-619/test.sensitivity
NUM-0268,named_numeric_token,ln.quality_15_specificity,True,learning-neural-evidence.html,learning quality/timeline tables,,81.25,81.2%,not applicable or defined by the adjacent chart/table contract,published_primary_or_supporting,at_or_before_normal_cutoff_or_undated,matches_committed_published_evidence,retain unless superseded by a backlog item,docs/recognition/learning_milestone_c3_natural_decomposition_results.json :: matched_classification.natural_graph_gnn/seed-619/test.specificity
NUM-0269,named_numeric_token,ln.quality_15_value,True,learning-neural-evidence.html,learning quality/timeline tables,,53.125,53.1%,not applicable or defined by the adjacent chart/table contract,published_primary_or_supporting,at_or_before_normal_cutoff_or_undated,matches_committed_published_evidence,retain unless superseded by a backlog item,docs/recognition/learning_milestone_c3_natural_decomposition_results.json :: matched_classification.natural_graph_gnn/seed-619/test.value
NUM-0270,named_numeric_token,ln.quality_16_sensitivity,True,learning-neural-evidence.html,learning quality/timeline tables,,50.0,50.0%,not applicable or defined by the adjacent chart/table contract,published_primary_or_supporting,at_or_before_normal_cutoff_or_undated,matches_committed_published_evidence,retain unless superseded by a backlog item,docs/recognition/learning_milestone_c3_natural_decomposition_results.json :: matched_classification.natural_graph_gnn/seed-887/confirmatory.sensitivity
NUM-0271,named_numeric_token,ln.quality_16_specificity,True,learning-neural-evidence.html,learning quality/timeline tables,,72.22222222222221,72.2%,not applicable or defined by the adjacent chart/table contract,published_primary_or_supporting,at_or_before_normal_cutoff_or_undated,matches_committed_published_evidence,retain unless superseded by a backlog item,docs/recognition/learning_milestone_c3_natural_decomposition_results.json :: matched_classification.natural_graph_gnn/seed-887/confirmatory.specificity
NUM-0272,named_numeric_token,ln.quality_16_value,True,learning-neural-evidence.html,learning quality/timeline tables,,61.111111111111114,61.1%,not applicable or defined by the adjacent chart/table contract,published_primary_or_supporting,at_or_before_normal_cutoff_or_undated,matches_committed_published_evidence,retain unless superseded by a backlog item,docs/recognition/learning_milestone_c3_natural_decomposition_results.json :: matched_classification.natural_graph_gnn/seed-887/confirmatory.value
NUM-0273,named_numeric_token,ln.quality_17_sensitivity,True,learning-neural-evidence.html,learning quality/timeline tables,,50.0,50.0%,not applicable or defined by the adjacent chart/table contract,published_primary_or_supporting,at_or_before_normal_cutoff_or_undated,matches_committed_published_evidence,retain unless superseded by a backlog item,docs/recognition/learning_milestone_c3_natural_decomposition_results.json :: matched_classification.natural_graph_gnn/seed-887/test.sensitivity
NUM-0274,named_numeric_token,ln.quality_17_specificity,True,learning-neural-evidence.html,learning quality/timeline tables,,68.75,68.8%,not applicable or defined by the adjacent chart/table contract,published_primary_or_supporting,at_or_before_normal_cutoff_or_undated,matches_committed_published_evidence,retain unless superseded by a backlog item,docs/recognition/learning_milestone_c3_natural_decomposition_results.json :: matched_classification.natural_graph_gnn/seed-887/test.specificity
NUM-0275,named_numeric_token,ln.quality_17_value,True,learning-neural-evidence.html,learning quality/timeline tables,,59.375,59.4%,not applicable or defined by the adjacent chart/table contract,published_primary_or_supporting,at_or_before_normal_cutoff_or_undated,matches_committed_published_evidence,retain unless superseded by a backlog item,docs/recognition/learning_milestone_c3_natural_decomposition_results.json :: matched_classification.natural_graph_gnn/seed-887/test.value
NUM-0276,named_numeric_token,ln.quality_18_accepted,True,learning-neural-evidence.html,learning quality/timeline tables,,11.11111111111111,11.1%,not applicable or defined by the adjacent chart/table contract,published_primary_or_supporting,at_or_before_normal_cutoff_or_undated,matches_committed_published_evidence,retain unless superseded by a backlog item,docs/recognition/learning_milestone_c4_direct_cut_ranking_results.json :: classification.direct_cut_gnn/seed-1049/confirmatory.accepted
NUM-0277,named_numeric_token,ln.quality_18_sensitivity,True,learning-neural-evidence.html,learning quality/timeline tables,,50.0,50.0%,not applicable or defined by the adjacent chart/table contract,published_primary_or_supporting,at_or_before_normal_cutoff_or_undated,matches_committed_published_evidence,retain unless superseded by a backlog item,docs/recognition/learning_milestone_c4_direct_cut_ranking_results.json :: classification.direct_cut_gnn/seed-1049/confirmatory.sensitivity
NUM-0278,named_numeric_token,ln.quality_18_specificity,True,learning-neural-evidence.html,learning quality/timeline tables,,77.77777777777779,77.8%,not applicable or defined by the adjacent chart/table contract,published_primary_or_supporting,at_or_before_normal_cutoff_or_undated,matches_committed_published_evidence,retain unless superseded by a backlog item,docs/recognition/learning_milestone_c4_direct_cut_ranking_results.json :: classification.direct_cut_gnn/seed-1049/confirmatory.specificity
NUM-0279,named_numeric_token,ln.quality_18_value,True,learning-neural-evidence.html,learning quality/timeline tables,,63.888888888888886,63.9%,not applicable or defined by the adjacent chart/table contract,published_primary_or_supporting,at_or_before_normal_cutoff_or_undated,matches_committed_published_evidence,retain unless superseded by a backlog item,docs/recognition/learning_milestone_c4_direct_cut_ranking_results.json :: classification.direct_cut_gnn/seed-1049/confirmatory.value
NUM-0280,named_numeric_token,ln.quality_19_accepted,True,learning-neural-evidence.html,learning quality/timeline tables,,0.0,0.0%,not applicable or defined by the adjacent chart/table contract,published_primary_or_supporting,at_or_before_normal_cutoff_or_undated,matches_committed_published_evidence,retain unless superseded by a backlog item,docs/recognition/learning_milestone_c4_direct_cut_ranking_results.json :: classification.direct_cut_gnn/seed-1049/test.accepted
NUM-0281,named_numeric_token,ln.quality_19_sensitivity,True,learning-neural-evidence.html,learning quality/timeline tables,,56.25,56.2%,not applicable or defined by the adjacent chart/table contract,published_primary_or_supporting,at_or_before_normal_cutoff_or_undated,matches_committed_published_evidence,retain unless superseded by a backlog item,docs/recognition/learning_milestone_c4_direct_cut_ranking_results.json :: classification.direct_cut_gnn/seed-1049/test.sensitivity
NUM-0282,named_numeric_token,ln.quality_19_specificity,True,learning-neural-evidence.html,learning quality/timeline tables,,43.75,43.8%,not applicable or defined by the adjacent chart/table contract,published_primary_or_supporting,at_or_before_normal_cutoff_or_undated,matches_committed_published_evidence,retain unless superseded by a backlog item,docs/recognition/learning_milestone_c4_direct_cut_ranking_results.json :: classification.direct_cut_gnn/seed-1049/test.specificity
NUM-0283,named_numeric_token,ln.quality_19_value,True,learning-neural-evidence.html,learning quality/timeline tables,,50.0,50.0%,not applicable or defined by the adjacent chart/table contract,published_primary_or_supporting,at_or_before_normal_cutoff_or_undated,matches_committed_published_evidence,retain unless superseded by a backlog item,docs/recognition/learning_milestone_c4_direct_cut_ranking_results.json :: classification.direct_cut_gnn/seed-1049/test.value
NUM-0284,named_numeric_token,ln.quality_1_value,True,learning-neural-evidence.html,learning quality/timeline tables,,46.875,46.9%,not applicable or defined by the adjacent chart/table contract,published_primary_or_supporting,at_or_before_normal_cutoff_or_undated,matches_committed_published_evidence,retain unless superseded by a backlog item,docs/recognition/learning_milestone_c_results.json :: classification_balanced_accuracy.matrix_mlp.test[1].value
NUM-0285,named_numeric_token,ln.quality_20_accepted,True,learning-neural-evidence.html,learning quality/timeline tables,,11.11111111111111,11.1%,not applicable or defined by the adjacent chart/table contract,published_primary_or_supporting,at_or_before_normal_cutoff_or_undated,matches_committed_published_evidence,retain unless superseded by a backlog item,docs/recognition/learning_milestone_c4_direct_cut_ranking_results.json :: classification.direct_cut_gnn/seed-1301/confirmatory.accepted
NUM-0286,named_numeric_token,ln.quality_20_sensitivity,True,learning-neural-evidence.html,learning quality/timeline tables,,44.44444444444444,44.4%,not applicable or defined by the adjacent chart/table contract,published_primary_or_supporting,at_or_before_normal_cutoff_or_undated,matches_committed_published_evidence,retain unless superseded by a backlog item,docs/recognition/learning_milestone_c4_direct_cut_ranking_results.json :: classification.direct_cut_gnn/seed-1301/confirmatory.sensitivity
NUM-0287,named_numeric_token,ln.quality_20_specificity,True,learning-neural-evidence.html,learning quality/timeline tables,,88.88888888888889,88.9%,not applicable or defined by the adjacent chart/table contract,published_primary_or_supporting,at_or_before_normal_cutoff_or_undated,matches_committed_published_evidence,retain unless superseded by a backlog item,docs/recognition/learning_milestone_c4_direct_cut_ranking_results.json :: classification.direct_cut_gnn/seed-1301/confirmatory.specificity
NUM-0288,named_numeric_token,ln.quality_20_value,True,learning-neural-evidence.html,learning quality/timeline tables,,66.66666666666666,66.7%,not applicable or defined by the adjacent chart/table contract,published_primary_or_supporting,at_or_before_normal_cutoff_or_undated,matches_committed_published_evidence,retain unless superseded by a backlog item,docs/recognition/learning_milestone_c4_direct_cut_ranking_results.json :: classification.direct_cut_gnn/seed-1301/confirmatory.value
NUM-0289,named_numeric_token,ln.quality_21_accepted,True,learning-neural-evidence.html,learning quality/timeline tables,,0.0,0.0%,not applicable or defined by the adjacent chart/table contract,published_primary_or_supporting,at_or_before_normal_cutoff_or_undated,matches_committed_published_evidence,retain unless superseded by a backlog item,docs/recognition/learning_milestone_c4_direct_cut_ranking_results.json :: classification.direct_cut_gnn/seed-1301/test.accepted
NUM-0290,named_numeric_token,ln.quality_21_sensitivity,True,learning-neural-evidence.html,learning quality/timeline tables,,43.75,43.8%,not applicable or defined by the adjacent chart/table contract,published_primary_or_supporting,at_or_before_normal_cutoff_or_undated,matches_committed_published_evidence,retain unless superseded by a backlog item,docs/recognition/learning_milestone_c4_direct_cut_ranking_results.json :: classification.direct_cut_gnn/seed-1301/test.sensitivity
NUM-0291,named_numeric_token,ln.quality_21_specificity,True,learning-neural-evidence.html,learning quality/timeline tables,,62.5,62.5%,not applicable or defined by the adjacent chart/table contract,published_primary_or_supporting,at_or_before_normal_cutoff_or_undated,matches_committed_published_evidence,retain unless superseded by a backlog item,docs/recognition/learning_milestone_c4_direct_cut_ranking_results.json :: classification.direct_cut_gnn/seed-1301/test.specificity
NUM-0292,named_numeric_token,ln.quality_21_value,True,learning-neural-evidence.html,learning quality/timeline tables,,53.125,53.1%,not applicable or defined by the adjacent chart/table contract,published_primary_or_supporting,at_or_before_normal_cutoff_or_undated,matches_committed_published_evidence,retain unless superseded by a backlog item,docs/recognition/learning_milestone_c4_direct_cut_ranking_results.json :: classification.direct_cut_gnn/seed-1301/test.value
NUM-0293,named_numeric_token,ln.quality_22_accepted,True,learning-neural-evidence.html,learning quality/timeline tables,,22.22222222222222,22.2%,not applicable or defined by the adjacent chart/table contract,published_primary_or_supporting,at_or_before_normal_cutoff_or_undated,matches_committed_published_evidence,retain unless superseded by a backlog item,docs/recognition/learning_milestone_c5_variable_conditioned_cut_results.json :: classification.variable_cut_gnn/seed-1049/confirmatory.accepted
NUM-0294,named_numeric_token,ln.quality_22_sensitivity,True,learning-neural-evidence.html,learning quality/timeline tables,,72.22222222222221,72.2%,not applicable or defined by the adjacent chart/table contract,published_primary_or_supporting,at_or_before_normal_cutoff_or_undated,matches_committed_published_evidence,retain unless superseded by a backlog item,docs/recognition/learning_milestone_c5_variable_conditioned_cut_results.json :: classification.variable_cut_gnn/seed-1049/confirmatory.sensitivity
NUM-0295,named_numeric_token,ln.quality_22_specificity,True,learning-neural-evidence.html,learning quality/timeline tables,,83.33333333333334,83.3%,not applicable or defined by the adjacent chart/table contract,published_primary_or_supporting,at_or_before_normal_cutoff_or_undated,matches_committed_published_evidence,retain unless superseded by a backlog item,docs/recognition/learning_milestone_c5_variable_conditioned_cut_results.json :: classification.variable_cut_gnn/seed-1049/confirmatory.specificity
NUM-0296,named_numeric_token,ln.quality_22_value,True,learning-neural-evidence.html,learning quality/timeline tables,,77.77777777777779,77.8%,not applicable or defined by the adjacent chart/table contract,published_primary_or_supporting,at_or_before_normal_cutoff_or_undated,matches_committed_published_evidence,retain unless superseded by a backlog item,docs/recognition/learning_milestone_c5_variable_conditioned_cut_results.json :: classification.variable_cut_gnn/seed-1049/confirmatory.value
NUM-0297,named_numeric_token,ln.quality_23_accepted,True,learning-neural-evidence.html,learning quality/timeline tables,,12.5,12.5%,not applicable or defined by the adjacent chart/table contract,published_primary_or_supporting,at_or_before_normal_cutoff_or_undated,matches_committed_published_evidence,retain unless superseded by a backlog item,docs/recognition/learning_milestone_c5_variable_conditioned_cut_results.json :: classification.variable_cut_gnn/seed-1049/test.accepted
NUM-0298,named_numeric_token,ln.quality_23_sensitivity,True,learning-neural-evidence.html,learning quality/timeline tables,,68.75,68.8%,not applicable or defined by the adjacent chart/table contract,published_primary_or_supporting,at_or_before_normal_cutoff_or_undated,matches_committed_published_evidence,retain unless superseded by a backlog item,docs/recognition/learning_milestone_c5_variable_conditioned_cut_results.json :: classification.variable_cut_gnn/seed-1049/test.sensitivity
NUM-0299,named_numeric_token,ln.quality_23_specificity,True,learning-neural-evidence.html,learning quality/timeline tables,,50.0,50.0%,not applicable or defined by the adjacent chart/table contract,published_primary_or_supporting,at_or_before_normal_cutoff_or_undated,matches_committed_published_evidence,retain unless superseded by a backlog item,docs/recognition/learning_milestone_c5_variable_conditioned_cut_results.json :: classification.variable_cut_gnn/seed-1049/test.specificity
NUM-0300,named_numeric_token,ln.quality_23_value,True,learning-neural-evidence.html,learning quality/timeline tables,,59.375,59.4%,not applicable or defined by the adjacent chart/table contract,published_primary_or_supporting,at_or_before_normal_cutoff_or_undated,matches_committed_published_evidence,retain unless superseded by a backlog item,docs/recognition/learning_milestone_c5_variable_conditioned_cut_results.json :: classification.variable_cut_gnn/seed-1049/test.value
NUM-0301,named_numeric_token,ln.quality_24_accepted,True,learning-neural-evidence.html,learning quality/timeline tables,,33.33333333333333,33.3%,not applicable or defined by the adjacent chart/table contract,published_primary_or_supporting,at_or_before_normal_cutoff_or_undated,matches_committed_published_evidence,retain unless superseded by a backlog item,docs/recognition/learning_milestone_c5_variable_conditioned_cut_results.json :: classification.variable_cut_gnn/seed-1301/confirmatory.accepted
NUM-0302,named_numeric_token,ln.quality_24_sensitivity,True,learning-neural-evidence.html,learning quality/timeline tables,,83.33333333333334,83.3%,not applicable or defined by the adjacent chart/table contract,published_primary_or_supporting,at_or_before_normal_cutoff_or_undated,matches_committed_published_evidence,retain unless superseded by a backlog item,docs/recognition/learning_milestone_c5_variable_conditioned_cut_results.json :: classification.variable_cut_gnn/seed-1301/confirmatory.sensitivity
NUM-0303,named_numeric_token,ln.quality_24_specificity,True,learning-neural-evidence.html,learning quality/timeline tables,,66.66666666666666,66.7%,not applicable or defined by the adjacent chart/table contract,published_primary_or_supporting,at_or_before_normal_cutoff_or_undated,matches_committed_published_evidence,retain unless superseded by a backlog item,docs/recognition/learning_milestone_c5_variable_conditioned_cut_results.json :: classification.variable_cut_gnn/seed-1301/confirmatory.specificity
NUM-0304,named_numeric_token,ln.quality_24_value,True,learning-neural-evidence.html,learning quality/timeline tables,,75.0,75.0%,not applicable or defined by the adjacent chart/table contract,published_primary_or_supporting,at_or_before_normal_cutoff_or_undated,matches_committed_published_evidence,retain unless superseded by a backlog item,docs/recognition/learning_milestone_c5_variable_conditioned_cut_results.json :: classification.variable_cut_gnn/seed-1301/confirmatory.value
