source,line,literal,context,classification
cm_master_build_2026_08_03.py,1466,2,"""The ~2%% figure holds for the archived 2026-08-02 run (%+.2f%%), for EPFL (%+.2f%%) and for ""","reviewed static/structural, formatting constant, protocol label, or corrections-ledger value"
cm_master_build_2026_08_03.py,1466,2,"""The ~2%% figure holds for the archived 2026-08-02 run (%+.2f%%), for EPFL (%+.2f%%) and for ""","reviewed static/structural, formatting constant, protocol label, or corrections-ledger value"
cm_master_build_2026_08_03.py,1467,2,"""all five pods (%+.2f%% to %+.2f%%) — but NOT for the B1 fresh replay, where the all-corpus ""","reviewed static/structural, formatting constant, protocol label, or corrections-ledger value"
cm_master_build_2026_08_03.py,1467,2,"""all five pods (%+.2f%% to %+.2f%%) — but NOT for the B1 fresh replay, where the all-corpus ""","reviewed static/structural, formatting constant, protocol label, or corrections-ledger value"
cm_master_build_2026_08_03.py,1468,2,"""gap is %+.2f%% and per-cell gaps reach %.2f%%.""","reviewed static/structural, formatting constant, protocol label, or corrections-ledger value"
cm_master_build_2026_08_03.py,1468,2,"""gap is %+.2f%% and per-cell gaps reach %.2f%%.""","reviewed static/structural, formatting constant, protocol label, or corrections-ledger value"
cm_master_build_2026_08_03.py,1470,0,"[s for s in sched if ""archive"" in s[""source""]][0][""delta_pct""],","reviewed static/structural, formatting constant, protocol label, or corrections-ledger value"
cm_master_build_2026_08_03.py,1471,0,"[s for s in sched if ""EPFL"" in s[""source""]][0][""delta_pct""],","reviewed static/structural, formatting constant, protocol label, or corrections-ledger value"
cm_master_build_2026_08_03.py,1473,0,"[s for s in sched if ""B1 replay"" in s[""source""]][0][""delta_pct""],","reviewed static/structural, formatting constant, protocol label, or corrections-ledger value"
cm_master_build_2026_08_03.py,1478,1,"""The “agree within ~1–2%” half should be narrowed to the external and pod evidence, or ""","reviewed static/structural, formatting constant, protocol label, or corrections-ledger value"
cm_master_build_2026_08_03.py,1478,2%,"""The “agree within ~1–2%” half should be narrowed to the external and pod evidence, or ""","reviewed static/structural, formatting constant, protocol label, or corrections-ledger value"
cm_master_build_2026_08_03.py,1479,2%,"""restated as “agree within ~2% except on the synthetic corpus, where the schedule effect ""","reviewed static/structural, formatting constant, protocol label, or corrections-ledger value"
cm_master_build_2026_08_03.py,1484,9,"""claim_row"": ""9 — “prep 4.30×, break-even median 78.5, 30/192 never”"",","reviewed static/structural, formatting constant, protocol label, or corrections-ledger value"
cm_master_build_2026_08_03.py,1484,4.30×,"""claim_row"": ""9 — “prep 4.30×, break-even median 78.5, 30/192 never”"",","reviewed static/structural, formatting constant, protocol label, or corrections-ledger value"
cm_master_build_2026_08_03.py,1484,78.5,"""claim_row"": ""9 — “prep 4.30×, break-even median 78.5, 30/192 never”"",","reviewed static/structural, formatting constant, protocol label, or corrections-ledger value"
cm_master_build_2026_08_03.py,1484,30,"""claim_row"": ""9 — “prep 4.30×, break-even median 78.5, 30/192 never”"",","reviewed static/structural, formatting constant, protocol label, or corrections-ledger value"
cm_master_build_2026_08_03.py,1484,192,"""claim_row"": ""9 — “prep 4.30×, break-even median 78.5, 30/192 never”"",","reviewed static/structural, formatting constant, protocol label, or corrections-ledger value"
cm_master_build_2026_08_03.py,1486,2026,"""Those are the archived 2026-08-02 numbers. Recomputed from the raw rows of the B1 fresh ""","reviewed static/structural, formatting constant, protocol label, or corrections-ledger value"
cm_master_build_2026_08_03.py,1486,08,"""Those are the archived 2026-08-02 numbers. Recomputed from the raw rows of the B1 fresh ""","reviewed static/structural, formatting constant, protocol label, or corrections-ledger value"
cm_master_build_2026_08_03.py,1486,02,"""Those are the archived 2026-08-02 numbers. Recomputed from the raw rows of the B1 fresh ""","reviewed static/structural, formatting constant, protocol label, or corrections-ledger value"
cm_master_build_2026_08_03.py,1487,2,"""replay that this campaign designates as the reference workload: prep multiple %.2f× ""","reviewed static/structural, formatting constant, protocol label, or corrections-ledger value"
cm_master_build_2026_08_03.py,1488,2,"""(archive %.2f×), break-even median %.1f over %d finite, %d/%d never (archive %s / %d). ""","reviewed static/structural, formatting constant, protocol label, or corrections-ledger value"
cm_master_build_2026_08_03.py,1488,1,"""(archive %.2f×), break-even median %.1f over %d finite, %d/%d never (archive %s / %d). ""","reviewed static/structural, formatting constant, protocol label, or corrections-ledger value"
cm_master_build_2026_08_03.py,1490,4,"""%.4f (%.4f vs %.4f) with overlapping intervals.""","reviewed static/structural, formatting constant, protocol label, or corrections-ledger value"
cm_master_build_2026_08_03.py,1490,4,"""%.4f (%.4f vs %.4f) with overlapping intervals.""","reviewed static/structural, formatting constant, protocol label, or corrections-ledger value"
cm_master_build_2026_08_03.py,1490,4,"""%.4f (%.4f vs %.4f) with overlapping intervals.""","reviewed static/structural, formatting constant, protocol label, or corrections-ledger value"
cm_master_build_2026_08_03.py,1519,9,"TOKEN_RE = re.compile(r""\{\{([a-zA-Z0-9_.]+)\}\}"")","reviewed static/structural, formatting constant, protocol label, or corrections-ledger value"
cm_master_build_2026_08_03.py,1523,9,"CALL_RE = re.compile(r'(?<![A-Za-z0-9_.$])TV?\(\s*""([a-zA-Z0-9_.]+)""\s*\)')","reviewed static/structural, formatting constant, protocol label, or corrections-ledger value"
cm_master_build_2026_08_03.py,1523,9,"CALL_RE = re.compile(r'(?<![A-Za-z0-9_.$])TV?\(\s*""([a-zA-Z0-9_.]+)""\s*\)')","reviewed static/structural, formatting constant, protocol label, or corrections-ledger value"
cm_master_build_2026_08_03.py,1550,8,"text = tpl.read_text(encoding=""utf-8"")","reviewed static/structural, formatting constant, protocol label, or corrections-ledger value"
cm_master_build_2026_08_03.py,1570,8,"with out_json.open(""w"", encoding=""utf-8"", newline=""\n"") as fh:","reviewed static/structural, formatting constant, protocol label, or corrections-ledger value"
cm_master_build_2026_08_03.py,1571,2,"json.dump(D, fh, indent=2, ensure_ascii=False)","reviewed static/structural, formatting constant, protocol label, or corrections-ledger value"
cm_master_build_2026_08_03.py,1574,8,"css = (HERE / ""cm_master_shared.css"").read_text(encoding=""utf-8"")","reviewed static/structural, formatting constant, protocol label, or corrections-ledger value"
cm_master_build_2026_08_03.py,1575,8,"lib = (HERE / ""cm_master_shared.js"").read_text(encoding=""utf-8"")","reviewed static/structural, formatting constant, protocol label, or corrections-ledger value"
cm_master_build_2026_08_03.py,1584,8,"html = tpl.read_text(encoding=""utf-8"")","reviewed static/structural, formatting constant, protocol label, or corrections-ledger value"
cm_master_build_2026_08_03.py,1589,8,"out.write_text(html, encoding=""utf-8"", newline=""\n"")","reviewed static/structural, formatting constant, protocol label, or corrections-ledger value"
cm_master_build_2026_08_03.py,1596,16,"print(""wrote %-16s (%d bytes)"" % (name, size))","reviewed static/structural, formatting constant, protocol label, or corrections-ledger value"
cm_master_build_2026_08_03.py,1605,4,"print(""sanity — kernel vs plain CSE       local %.4f [%.3f, %.3f] · EPFL %.4f · pods %.4f–%.4f"" % (","reviewed static/structural, formatting constant, protocol label, or corrections-ledger value"
cm_master_build_2026_08_03.py,1605,3,"print(""sanity — kernel vs plain CSE       local %.4f [%.3f, %.3f] · EPFL %.4f · pods %.4f–%.4f"" % (","reviewed static/structural, formatting constant, protocol label, or corrections-ledger value"
cm_master_build_2026_08_03.py,1605,3,"print(""sanity — kernel vs plain CSE       local %.4f [%.3f, %.3f] · EPFL %.4f · pods %.4f–%.4f"" % (","reviewed static/structural, formatting constant, protocol label, or corrections-ledger value"
cm_master_build_2026_08_03.py,1605,4,"print(""sanity — kernel vs plain CSE       local %.4f [%.3f, %.3f] · EPFL %.4f · pods %.4f–%.4f"" % (","reviewed static/structural, formatting constant, protocol label, or corrections-ledger value"
cm_master_build_2026_08_03.py,1605,4,"print(""sanity — kernel vs plain CSE       local %.4f [%.3f, %.3f] · EPFL %.4f · pods %.4f–%.4f"" % (","reviewed static/structural, formatting constant, protocol label, or corrections-ledger value"
cm_master_build_2026_08_03.py,1605,4,"print(""sanity — kernel vs plain CSE       local %.4f [%.3f, %.3f] · EPFL %.4f · pods %.4f–%.4f"" % (","reviewed static/structural, formatting constant, protocol label, or corrections-ledger value"
cm_master_build_2026_08_03.py,1609,4,"print(""sanity — kernel vs CSE-flat        local %.4f · EPFL %.4f [%.4f, %.4f] · pods %.4f–%.4f"" % (","reviewed static/structural, formatting constant, protocol label, or corrections-ledger value"
cm_master_build_2026_08_03.py,1609,4,"print(""sanity — kernel vs CSE-flat        local %.4f · EPFL %.4f [%.4f, %.4f] · pods %.4f–%.4f"" % (","reviewed static/structural, formatting constant, protocol label, or corrections-ledger value"
cm_master_build_2026_08_03.py,1609,4,"print(""sanity — kernel vs CSE-flat        local %.4f · EPFL %.4f [%.4f, %.4f] · pods %.4f–%.4f"" % (","reviewed static/structural, formatting constant, protocol label, or corrections-ledger value"
cm_master_build_2026_08_03.py,1609,4,"print(""sanity — kernel vs CSE-flat        local %.4f · EPFL %.4f [%.4f, %.4f] · pods %.4f–%.4f"" % (","reviewed static/structural, formatting constant, protocol label, or corrections-ledger value"
cm_master_build_2026_08_03.py,1609,4,"print(""sanity — kernel vs CSE-flat        local %.4f · EPFL %.4f [%.4f, %.4f] · pods %.4f–%.4f"" % (","reviewed static/structural, formatting constant, protocol label, or corrections-ledger value"
cm_master_build_2026_08_03.py,1609,4,"print(""sanity — kernel vs CSE-flat        local %.4f · EPFL %.4f [%.4f, %.4f] · pods %.4f–%.4f"" % (","reviewed static/structural, formatting constant, protocol label, or corrections-ledger value"
cm_master_build_2026_08_03.py,1615,4,"print(""sanity — current B2/B4 V3 bare     overall %.4f [%.4f, %.4f] · k16 %.4f [%.4f, %.4f]"" % (","reviewed static/structural, formatting constant, protocol label, or corrections-ledger value"
cm_master_build_2026_08_03.py,1615,4,"print(""sanity — current B2/B4 V3 bare     overall %.4f [%.4f, %.4f] · k16 %.4f [%.4f, %.4f]"" % (","reviewed static/structural, formatting constant, protocol label, or corrections-ledger value"
cm_master_build_2026_08_03.py,1615,4,"print(""sanity — current B2/B4 V3 bare     overall %.4f [%.4f, %.4f] · k16 %.4f [%.4f, %.4f]"" % (","reviewed static/structural, formatting constant, protocol label, or corrections-ledger value"
cm_master_build_2026_08_03.py,1615,4,"print(""sanity — current B2/B4 V3 bare     overall %.4f [%.4f, %.4f] · k16 %.4f [%.4f, %.4f]"" % (","reviewed static/structural, formatting constant, protocol label, or corrections-ledger value"
cm_master_build_2026_08_03.py,1615,4,"print(""sanity — current B2/B4 V3 bare     overall %.4f [%.4f, %.4f] · k16 %.4f [%.4f, %.4f]"" % (","reviewed static/structural, formatting constant, protocol label, or corrections-ledger value"
cm_master_build_2026_08_03.py,1615,4,"print(""sanity — current B2/B4 V3 bare     overall %.4f [%.4f, %.4f] · k16 %.4f [%.4f, %.4f]"" % (","reviewed static/structural, formatting constant, protocol label, or corrections-ledger value"
cm_master_build_2026_08_03.py,1622,4,"print(""sanity — current B2/B4 V3 wrapper  overall %.4f [%.4f, %.4f]"" % (","reviewed static/structural, formatting constant, protocol label, or corrections-ledger value"
cm_master_build_2026_08_03.py,1622,4,"print(""sanity — current B2/B4 V3 wrapper  overall %.4f [%.4f, %.4f]"" % (","reviewed static/structural, formatting constant, protocol label, or corrections-ledger value"
cm_master_build_2026_08_03.py,1622,4,"print(""sanity — current B2/B4 V3 wrapper  overall %.4f [%.4f, %.4f]"" % (","reviewed static/structural, formatting constant, protocol label, or corrections-ledger value"
cm_master_build_2026_08_03.py,1630,2,"""k%d:%.2f"" % (r[""live_k""], r[""cached_median""]) for r in D[""e6_wrapper_ratio""][""rows""]))","reviewed static/structural, formatting constant, protocol label, or corrections-ledger value"
cm_master_build_2026_08_03.py,1631,1,"print(""sanity — break-even                synthetic median %.1f, %d/%d never · EPFL median %.1f, %d/%d never"" % (","reviewed static/structural, formatting constant, protocol label, or corrections-ledger value"
cm_master_build_2026_08_03.py,1631,1,"print(""sanity — break-even                synthetic median %.1f, %d/%d never · EPFL median %.1f, %d/%d never"" % (","reviewed static/structural, formatting constant, protocol label, or corrections-ledger value"
cm_master_build_2026_08_03.py,1634,2,"print(""sanity — prep multiple             synthetic %.2f× · EPFL %.2f×"" % (","reviewed static/structural, formatting constant, protocol label, or corrections-ledger value"
cm_master_build_2026_08_03.py,1634,2,"print(""sanity — prep multiple             synthetic %.2f× · EPFL %.2f×"" % (","reviewed static/structural, formatting constant, protocol label, or corrections-ledger value"
cm_master_build_2026_08_03.py,1644,0,"""k%d:%.0f×"" % (r[""live_k""], r[""factor""]) for r in D[""e12_cudd""][""extract_vs_kernel""]))","reviewed static/structural, formatting constant, protocol label, or corrections-ledger value"
cm_master_build_2026_08_03.py,1647,10,"print(""sanity — BX2 best-10 node ratio    %s"" % "" / "".join(","reviewed static/structural, formatting constant, protocol label, or corrections-ledger value"
cm_master_build_2026_08_03.py,1648,2,"""%.2f"" % r[""node_ratio_best10""] for r in _bx2))","reviewed static/structural, formatting constant, protocol label, or corrections-ledger value"
cm_master_build_2026_08_03.py,1649,2,"print(""sanity — schedule max |delta|      %.2f%% all-corpus, %.2f%% per-cell (B1)"" % (","reviewed static/structural, formatting constant, protocol label, or corrections-ledger value"
cm_master_build_2026_08_03.py,1649,2,"print(""sanity — schedule max |delta|      %.2f%% all-corpus, %.2f%% per-cell (B1)"" % (","reviewed static/structural, formatting constant, protocol label, or corrections-ledger value"
cm_master_build_2026_08_03.py,1656,0,sys.exit(0),"reviewed static/structural, formatting constant, protocol label, or corrections-ledger value"
cm_master_content_2026_08_03.json,7,2,"""Structural facts about worked examples (2^32 = 4294967296) are arithmetic, not measurements, and are written"",","reviewed static/structural, formatting constant, protocol label, or corrections-ledger value"
cm_master_content_2026_08_03.json,7,32,"""Structural facts about worked examples (2^32 = 4294967296) are arithmetic, not measurements, and are written"",","reviewed static/structural, formatting constant, protocol label, or corrections-ledger value"
cm_master_content_2026_08_03.json,7,4294967296,"""Structural facts about worked examples (2^32 = 4294967296) are arithmetic, not measurements, and are written"",","reviewed static/structural, formatting constant, protocol label, or corrections-ledger value"
cm_master_content_2026_08_03.json,14,2026,"""honesty"": ""Every figure on this site comes from the 2026-08-03 benchmark campaign, the accepted 2026-08-25 correction, or a dated 2026-08-26/27 follow-up, and carries the file and field it was read from. Numbers that earlier versions of this project published","reviewed static/structural, formatting constant, protocol label, or corrections-ledger value"
cm_master_content_2026_08_03.json,14,08,"""honesty"": ""Every figure on this site comes from the 2026-08-03 benchmark campaign, the accepted 2026-08-25 correction, or a dated 2026-08-26/27 follow-up, and carries the file and field it was read from. Numbers that earlier versions of this project published","reviewed static/structural, formatting constant, protocol label, or corrections-ledger value"
cm_master_content_2026_08_03.json,14,03,"""honesty"": ""Every figure on this site comes from the 2026-08-03 benchmark campaign, the accepted 2026-08-25 correction, or a dated 2026-08-26/27 follow-up, and carries the file and field it was read from. Numbers that earlier versions of this project published","reviewed static/structural, formatting constant, protocol label, or corrections-ledger value"
cm_master_content_2026_08_03.json,14,2026,"""honesty"": ""Every figure on this site comes from the 2026-08-03 benchmark campaign, the accepted 2026-08-25 correction, or a dated 2026-08-26/27 follow-up, and carries the file and field it was read from. Numbers that earlier versions of this project published","reviewed static/structural, formatting constant, protocol label, or corrections-ledger value"
cm_master_content_2026_08_03.json,14,08,"""honesty"": ""Every figure on this site comes from the 2026-08-03 benchmark campaign, the accepted 2026-08-25 correction, or a dated 2026-08-26/27 follow-up, and carries the file and field it was read from. Numbers that earlier versions of this project published","reviewed static/structural, formatting constant, protocol label, or corrections-ledger value"
cm_master_content_2026_08_03.json,14,25,"""honesty"": ""Every figure on this site comes from the 2026-08-03 benchmark campaign, the accepted 2026-08-25 correction, or a dated 2026-08-26/27 follow-up, and carries the file and field it was read from. Numbers that earlier versions of this project published","reviewed static/structural, formatting constant, protocol label, or corrections-ledger value"
cm_master_content_2026_08_03.json,14,2026,"""honesty"": ""Every figure on this site comes from the 2026-08-03 benchmark campaign, the accepted 2026-08-25 correction, or a dated 2026-08-26/27 follow-up, and carries the file and field it was read from. Numbers that earlier versions of this project published","reviewed static/structural, formatting constant, protocol label, or corrections-ledger value"
cm_master_content_2026_08_03.json,14,08,"""honesty"": ""Every figure on this site comes from the 2026-08-03 benchmark campaign, the accepted 2026-08-25 correction, or a dated 2026-08-26/27 follow-up, and carries the file and field it was read from. Numbers that earlier versions of this project published","reviewed static/structural, formatting constant, protocol label, or corrections-ledger value"
cm_master_content_2026_08_03.json,14,26,"""honesty"": ""Every figure on this site comes from the 2026-08-03 benchmark campaign, the accepted 2026-08-25 correction, or a dated 2026-08-26/27 follow-up, and carries the file and field it was read from. Numbers that earlier versions of this project published","reviewed static/structural, formatting constant, protocol label, or corrections-ledger value"
cm_master_content_2026_08_03.json,14,27,"""honesty"": ""Every figure on this site comes from the 2026-08-03 benchmark campaign, the accepted 2026-08-25 correction, or a dated 2026-08-26/27 follow-up, and carries the file and field it was read from. Numbers that earlier versions of this project published","reviewed static/structural, formatting constant, protocol label, or corrections-ledger value"
cm_master_content_2026_08_03.json,42,2,"""Output boundary: explicit answer vectors grow as 2^live_k and are guarded at live_k={{guard.k}}.""","reviewed static/structural, formatting constant, protocol label, or corrections-ledger value"
cm_master_content_2026_08_03.json,73,2026,"""title"": ""What the 2026-08-26/27 evidence added"",","reviewed static/structural, formatting constant, protocol label, or corrections-ledger value"
cm_master_content_2026_08_03.json,73,08,"""title"": ""What the 2026-08-26/27 evidence added"",","reviewed static/structural, formatting constant, protocol label, or corrections-ledger value"
cm_master_content_2026_08_03.json,73,26,"""title"": ""What the 2026-08-26/27 evidence added"",","reviewed static/structural, formatting constant, protocol label, or corrections-ledger value"
cm_master_content_2026_08_03.json,73,27,"""title"": ""What the 2026-08-26/27 evidence added"",","reviewed static/structural, formatting constant, protocol label, or corrections-ledger value"
cm_master_content_2026_08_03.json,80,16,"""summary"": ""The flag called persistent cache was measured as a process-local, synthetic all-hit cache. Cached whole-call CM still took {{cache.whole.min}}–{{cache.whole.max}} BitSet time. With {{cache.evals}} cached evaluations, execution-only CM still took {{","reviewed static/structural, formatting constant, protocol label, or corrections-ledger value"
cm_master_content_2026_08_03.json,80,12,"""summary"": ""The flag called persistent cache was measured as a process-local, synthetic all-hit cache. Cached whole-call CM still took {{cache.whole.min}}–{{cache.whole.max}} BitSet time. With {{cache.evals}} cached evaluations, execution-only CM still took {{","reviewed static/structural, formatting constant, protocol label, or corrections-ledger value"
cm_master_content_2026_08_03.json,80,8,"""summary"": ""The flag called persistent cache was measured as a process-local, synthetic all-hit cache. Cached whole-call CM still took {{cache.whole.min}}–{{cache.whole.max}} BitSet time. With {{cache.evals}} cached evaluations, execution-only CM still took {{","reviewed static/structural, formatting constant, protocol label, or corrections-ledger value"
cm_master_content_2026_08_03.json,80,4,"""summary"": ""The flag called persistent cache was measured as a process-local, synthetic all-hit cache. Cached whole-call CM still took {{cache.whole.min}}–{{cache.whole.max}} BitSet time. With {{cache.evals}} cached evaluations, execution-only CM still took {{","reviewed static/structural, formatting constant, protocol label, or corrections-ledger value"
cm_master_content_2026_08_03.json,81,16,"""detail"": ""Related-family high-reuse cells remained {{family.bitset.min}}–{{family.bitset.max}} slower than BitSet. Across the synthetic partial-context grid, cached CM was {{context.speedup.min}}–{{context.speedup.max}} faster than uncached CM. The n=16, 500-","reviewed static/structural, formatting constant, protocol label, or corrections-ledger value"
cm_master_content_2026_08_03.json,81,500,"""detail"": ""Related-family high-reuse cells remained {{family.bitset.min}}–{{family.bitset.max}} slower than BitSet. Across the synthetic partial-context grid, cached CM was {{context.speedup.min}}–{{context.speedup.max}} faster than uncached CM. The n=16, 500-","reviewed static/structural, formatting constant, protocol label, or corrections-ledger value"
cm_master_content_2026_08_03.json,81,0.25,"""detail"": ""Related-family high-reuse cells remained {{family.bitset.min}}–{{family.bitset.max}} slower than BitSet. Across the synthetic partial-context grid, cached CM was {{context.speedup.min}}–{{context.speedup.max}} faster than uncached CM. The n=16, 500-","reviewed static/structural, formatting constant, protocol label, or corrections-ledger value"
cm_master_content_2026_08_03.json,81,0.50,"""detail"": ""Related-family high-reuse cells remained {{family.bitset.min}}–{{family.bitset.max}} slower than BitSet. Across the synthetic partial-context grid, cached CM was {{context.speedup.min}}–{{context.speedup.max}} faster than uncached CM. The n=16, 500-","reviewed static/structural, formatting constant, protocol label, or corrections-ledger value"
cm_master_content_2026_08_03.json,81,0.75,"""detail"": ""Related-family high-reuse cells remained {{family.bitset.min}}–{{family.bitset.max}} slower than BitSet. Across the synthetic partial-context grid, cached CM was {{context.speedup.min}}–{{context.speedup.max}} faster than uncached CM. The n=16, 500-","reviewed static/structural, formatting constant, protocol label, or corrections-ledger value"
cm_master_content_2026_08_03.json,101,0.6,"""summary"": ""Three authorized disposable CPU attempts cost {{dependency.cost}} cumulatively and ended with {{dependency.postflight_pods}} pods. The final attempt built the pinned pure-Python astutils wheel, then failed closed because dd 0.6.0 requires source-on","reviewed static/structural, formatting constant, protocol label, or corrections-ledger value"
cm_master_content_2026_08_03.json,101,0,"""summary"": ""Three authorized disposable CPU attempts cost {{dependency.cost}} cumulatively and ended with {{dependency.postflight_pods}} pods. The final attempt built the pinned pure-Python astutils wheel, then failed closed because dd 0.6.0 requires source-on","reviewed static/structural, formatting constant, protocol label, or corrections-ledger value"
cm_master_content_2026_08_03.json,101,3.10,"""summary"": ""Three authorized disposable CPU attempts cost {{dependency.cost}} cumulatively and ended with {{dependency.postflight_pods}} pods. The final attempt built the pinned pure-Python astutils wheel, then failed closed because dd 0.6.0 requires source-on","reviewed static/structural, formatting constant, protocol label, or corrections-ledger value"
cm_master_content_2026_08_03.json,115,256,"""summary"": ""DP-R3 consolidated {{dpr3.helpers.before}} duplicate exact-file SHA-256 helpers into {{dpr3.helpers.after}} streaming helper with compatibility and source-snapshot coverage. Its tiny exact smoke passed integration but failed timing gates at {{dpr3.","reviewed static/structural, formatting constant, protocol label, or corrections-ledger value"
cm_master_content_2026_08_03.json,378,4,"""measured"": ""The fastest end-to-end path at every semantic support measured here, from {{wrap.k4.median}} faster at live_k=4 down to {{wrap.k16.median}} at the guard limit."",","reviewed static/structural, formatting constant, protocol label, or corrections-ledger value"
cm_master_content_2026_08_03.json,438,16,"""measured"": ""This is the baseline the whole project is measured against. Against a plain CSE with no flattening, CM runs about {{kernel.local.pct}} faster. Against sharing-aware CSE-flat, B1/E3 and EPFL measured parity, while current B2/B4 V3 measured bare CM ","reviewed static/structural, formatting constant, protocol label, or corrections-ledger value"
cm_master_content_2026_08_03.json,472,0,"""0"",","reviewed static/structural, formatting constant, protocol label, or corrections-ledger value"
cm_master_content_2026_08_03.json,473,0,"""0"",","reviewed static/structural, formatting constant, protocol label, or corrections-ledger value"
cm_master_content_2026_08_03.json,474,0,"""0""","reviewed static/structural, formatting constant, protocol label, or corrections-ledger value"
cm_master_content_2026_08_03.json,477,0,"""0"",","reviewed static/structural, formatting constant, protocol label, or corrections-ledger value"
cm_master_content_2026_08_03.json,478,1,"""1"",","reviewed static/structural, formatting constant, protocol label, or corrections-ledger value"
cm_master_content_2026_08_03.json,479,0,"""0""","reviewed static/structural, formatting constant, protocol label, or corrections-ledger value"
cm_master_content_2026_08_03.json,482,1,"""1"",","reviewed static/structural, formatting constant, protocol label, or corrections-ledger value"
cm_master_content_2026_08_03.json,483,0,"""0"",","reviewed static/structural, formatting constant, protocol label, or corrections-ledger value"
cm_master_content_2026_08_03.json,484,0,"""0""","reviewed static/structural, formatting constant, protocol label, or corrections-ledger value"
cm_master_content_2026_08_03.json,487,1,"""1"",","reviewed static/structural, formatting constant, protocol label, or corrections-ledger value"
cm_master_content_2026_08_03.json,488,1,"""1"",","reviewed static/structural, formatting constant, protocol label, or corrections-ledger value"
cm_master_content_2026_08_03.json,489,1,"""1""","reviewed static/structural, formatting constant, protocol label, or corrections-ledger value"
cm_master_content_2026_08_03.json,494,0,"""0"",","reviewed static/structural, formatting constant, protocol label, or corrections-ledger value"
cm_master_content_2026_08_03.json,495,0,"""0""","reviewed static/structural, formatting constant, protocol label, or corrections-ledger value"
cm_master_content_2026_08_03.json,498,0,"""0"",","reviewed static/structural, formatting constant, protocol label, or corrections-ledger value"
cm_master_content_2026_08_03.json,499,1,"""1""","reviewed static/structural, formatting constant, protocol label, or corrections-ledger value"
cm_master_content_2026_08_03.json,506,32,"""Here is the single most important idea for reading any chart on this site. Suppose a system has 32 variables available, and you write the expression <code>x2 AND x17</code>."",","reviewed static/structural, formatting constant, protocol label, or corrections-ledger value"
cm_master_content_2026_08_03.json,507,32,"""Two variables matter. The other thirty do not appear and cannot change the answer. The meaningful output is four rows — every combination of two variables. The <em>ambient</em> truth table over all 32 variables has 4,294,967,296 rows, but 4,294,967,292 of the","reviewed static/structural, formatting constant, protocol label, or corrections-ledger value"
cm_master_content_2026_08_03.json,507,4,"""Two variables matter. The other thirty do not appear and cannot change the answer. The meaningful output is four rows — every combination of two variables. The <em>ambient</em> truth table over all 32 variables has 4,294,967,296 rows, but 4,294,967,292 of the","reviewed static/structural, formatting constant, protocol label, or corrections-ledger value"
cm_master_content_2026_08_03.json,507,294,"""Two variables matter. The other thirty do not appear and cannot change the answer. The meaningful output is four rows — every combination of two variables. The <em>ambient</em> truth table over all 32 variables has 4,294,967,296 rows, but 4,294,967,292 of the","reviewed static/structural, formatting constant, protocol label, or corrections-ledger value"
cm_master_content_2026_08_03.json,507,967,"""Two variables matter. The other thirty do not appear and cannot change the answer. The meaningful output is four rows — every combination of two variables. The <em>ambient</em> truth table over all 32 variables has 4,294,967,296 rows, but 4,294,967,292 of the","reviewed static/structural, formatting constant, protocol label, or corrections-ledger value"
cm_master_content_2026_08_03.json,507,296,"""Two variables matter. The other thirty do not appear and cannot change the answer. The meaningful output is four rows — every combination of two variables. The <em>ambient</em> truth table over all 32 variables has 4,294,967,296 rows, but 4,294,967,292 of the","reviewed static/structural, formatting constant, protocol label, or corrections-ledger value"
cm_master_content_2026_08_03.json,507,4,"""Two variables matter. The other thirty do not appear and cannot change the answer. The meaningful output is four rows — every combination of two variables. The <em>ambient</em> truth table over all 32 variables has 4,294,967,296 rows, but 4,294,967,292 of the","reviewed static/structural, formatting constant, protocol label, or corrections-ledger value"
cm_master_content_2026_08_03.json,507,294,"""Two variables matter. The other thirty do not appear and cannot change the answer. The meaningful output is four rows — every combination of two variables. The <em>ambient</em> truth table over all 32 variables has 4,294,967,296 rows, but 4,294,967,292 of the","reviewed static/structural, formatting constant, protocol label, or corrections-ledger value"
cm_master_content_2026_08_03.json,507,967,"""Two variables matter. The other thirty do not appear and cannot change the answer. The meaningful output is four rows — every combination of two variables. The <em>ambient</em> truth table over all 32 variables has 4,294,967,296 rows, but 4,294,967,292 of the","reviewed static/structural, formatting constant, protocol label, or corrections-ledger value"
cm_master_content_2026_08_03.json,507,292,"""Two variables matter. The other thirty do not appear and cannot change the answer. The meaningful output is four rows — every combination of two variables. The <em>ambient</em> truth table over all 32 variables has 4,294,967,296 rows, but 4,294,967,292 of the","reviewed static/structural, formatting constant, protocol label, or corrections-ledger value"
cm_master_content_2026_08_03.json,512,2,"""Explicit output size is 2<sup>live_k</sup>, not 2<sup>n</sup>. Plotting against nominal <em>n</em> without qualifying semantic support silently compares shallow sparse formulas against dense all-live ones and produces curves that mean nothing."",","reviewed static/structural, formatting constant, protocol label, or corrections-ledger value"
cm_master_content_2026_08_03.json,512,2,"""Explicit output size is 2<sup>live_k</sup>, not 2<sup>n</sup>. Plotting against nominal <em>n</em> without qualifying semantic support silently compares shallow sparse formulas against dense all-live ones and produces curves that mean nothing."",","reviewed static/structural, formatting constant, protocol label, or corrections-ledger value"
cm_master_content_2026_08_03.json,518,32,"""32"",","reviewed static/structural, formatting constant, protocol label, or corrections-ledger value"
cm_master_content_2026_08_03.json,523,2,"""2"",","reviewed static/structural, formatting constant, protocol label, or corrections-ledger value"
